"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2157","@DELTA D46 to A34 in ATL with only ten minutes to make the connection is cruel and usual punishment--after a 3 hour delay. Not cool!",FALSE,0,"Delta",2017-09-26 02:03:37,FALSE,NA,"912497859102113793","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sverzyl",0,FALSE,FALSE,NA,NA
"2158","@DavidBegnaud @Delta please see video at 1:20 Mark. Really bad customer service during a crisis. #deltaairlines",FALSE,0,"DavidBegnaud",2017-09-26 02:03:29,FALSE,"912147911437426689","912497825274925056","42971403","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fronterakid",0,FALSE,FALSE,NA,NA
"2159","When you pay for a first class ticket but don't receive first class service. @Delta seem happy enough to take money but not happy to help",FALSE,0,NA,2017-09-26 02:03:19,FALSE,NA,"912497783520813056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chanifun",0,FALSE,FALSE,NA,NA
"2160","RT @DougBaldwinJr: Let ‘em know how to earn miles, @TDLockett12. But don’t break a team rule in that @Delta Magic 12ball. Get in on it: htt…",FALSE,0,NA,2017-09-26 02:02:19,FALSE,NA,"912497532533485568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","AZNPandolf",12,TRUE,FALSE,NA,NA
"2161","@united @JetBlue just saw news reports of the disaster in PR thank you for ur generosity! @Delta you have failed! According to all reports",FALSE,0,"united",2017-09-26 02:02:03,FALSE,NA,"912497462795018240","260907612","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmillanjr",0,FALSE,FALSE,NA,NA
"2162","@Delta Thanks for saying that. Anything you can do to expedite the claim would be appreciated.",FALSE,0,"Delta",2017-09-26 02:01:31,FALSE,"912481268947996673","912497330825367553","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","siobhanvivian",0,FALSE,FALSE,NA,NA
"2163","@DavidBegnaud @JohnBrzezinski1 Where the hell are all the planes? @AmericanAir @Delta #PuertoRicoRelief",FALSE,0,"DavidBegnaud",2017-09-26 02:01:00,FALSE,"912298490314846208","912497199480795136","42971403","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cdbrzezinski",0,FALSE,FALSE,NA,NA
"2164","RT @Delta: @ben36748063 No worries...thanks! *HAA",FALSE,0,NA,2017-09-26 02:00:37,FALSE,NA,"912497105519861760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jjeromiee",1300,TRUE,FALSE,NA,NA
"2165","@Joel7Richardson @Delta  https://t.co/CCtNuowf8s",FALSE,0,"Joel7Richardson",2017-09-26 02:00:06,FALSE,"912343333774663680","912496971482624011","2490015990","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NatasjaYonce",0,FALSE,FALSE,NA,NA
"2166","These people have more patience than I could ever have. Send your planes to freaking Puerto Rico @Delta @united thi… https://t.co/8iYWLuHCiG",FALSE,0,NA,2017-09-26 01:59:44,TRUE,NA,"912496881745330176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lillygraef",0,FALSE,FALSE,NA,NA
"2167","@JTCriado @AmericanAir @JetBlue @Delta @SouthwestAir Yo that’s crazy",FALSE,1,"JTCriado",2017-09-26 01:58:17,FALSE,"912464060221919233","912496514412539905","202867102","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cmonster813",0,FALSE,FALSE,NA,NA
"2168","@Delta I have a reservation question for u. Can I send a direct message?",FALSE,0,"Delta",2017-09-26 01:57:51,FALSE,NA,"912496408447606784","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markjohnson319",0,FALSE,FALSE,NA,NA
"2169","@Delta @Delta we are still talking to the service agent! Hopefully all will be good!",FALSE,0,"Delta",2017-09-26 01:55:12,FALSE,"912491766611357696","912495738730328064","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",0,FALSE,FALSE,NA,NA
"2170","RT @spillicus: It’s awesome to see @united and @Delta stepping up to help with Hurricane Maria relief.   Bravo",FALSE,0,NA,2017-09-26 01:54:50,FALSE,NA,"912495647898701824",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","FakeOscarMunoz",1,TRUE,FALSE,NA,NA
"2171","RT @gabrielainesz: Hey @Delta, I love this hashtag: #DeltaSucks <ed><U+00A0><U+00BD><ed><U+00B2><U+00A9>",FALSE,0,NA,2017-09-26 01:54:28,FALSE,NA,"912495555456258049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","enisimro1980",3,TRUE,FALSE,NA,NA
"2172","@Delta I did. I am waiting on a response… Please advise… so I can make the appropriate decisions… Regards #thankyou",FALSE,0,"Delta",2017-09-26 01:54:22,FALSE,"911435593846009856","912495530885943296","5920532","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Muzikboi_2000",0,FALSE,FALSE,NA,NA
"2173","@Delta CBS News reporter interviewing people in line at SJU.  Almost all of them saying @Delta is not taking care of people there.",FALSE,0,"Delta",2017-09-26 01:53:58,FALSE,"912439210551971840","912495428771434496","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brooksblanton",0,FALSE,FALSE,NA,NA
"2174","It’s awesome to see @united and @Delta stepping up to help with Hurricane Maria relief.   Bravo",FALSE,4,NA,2017-09-26 01:53:28,FALSE,NA,"912495305119158272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spillicus",1,FALSE,FALSE,NA,NA
"2175","Many people in line at San Juan airport saying @Delta is failing their customers in Puerto Rico. https://t.co/vai6oJl5Z6",FALSE,0,NA,2017-09-26 01:52:03,FALSE,NA,"912494949215727617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brooksblanton",0,FALSE,FALSE,NA,NA
"2176","@Delta So what about paying for a meal? And the extra day of parking? These are real costs.",FALSE,0,"Delta",2017-09-26 01:51:31,FALSE,"912493086567170048","912494812850421760","5920532","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","mikeboscia",0,FALSE,FALSE,NA,NA
"2177","@njburkett7 @Delta Wow!",FALSE,0,"njburkett7",2017-09-26 01:51:23,FALSE,"912459212466327552","912494781623873537","18493809","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elaine_peake",0,FALSE,FALSE,NA,NA
"2178","Thanks for the extra miles @Delta , we're good. https://t.co/pyb5U9mZSc",FALSE,4,NA,2017-09-26 01:51:21,FALSE,NA,"912494772820078593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JScags23",0,FALSE,FALSE,NA,NA
"2179","RT @njburkett7: Unforgettable reunions!  @Delta 302, the first direct flight to JFK from San Juan, arrives this evening. #hurricanemaria201…",FALSE,0,NA,2017-09-26 01:51:02,FALSE,NA,"912494691299598336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elaine_peake",25,TRUE,FALSE,NA,NA
"2180","@Delta And now I need to explain to an exhausted and crying 5 y/o why we can’t go home tonight. I enjoy having no control of the situation",FALSE,0,"Delta",2017-09-26 01:48:10,FALSE,"912493086567170048","912493970852327428","5920532","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","mikeboscia",0,FALSE,FALSE,NA,NA
"2181","@Delta Stuck in an loop of menus and unable to reach corporate customer care to get approval for a ticket refund over the phone, please help",FALSE,0,"Delta",2017-09-26 01:47:25,FALSE,NA,"912493779675992064","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lucy6982",0,FALSE,FALSE,NA,NA
"2182","RT @iriveracollazo: @Delta still waiting for the response. At SAN airport. We need to get moving and go to security if we are going with on…",FALSE,0,NA,2017-09-26 01:47:21,FALSE,NA,"912493763582296064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helenafricker",1,TRUE,FALSE,NA,NA
"2183","@Delta please keep your promise, we have emergency supplies &amp; we cannot spend $500 to send them! #maria #puertorico https://t.co/FTNLSNoAzD",FALSE,0,"Delta",2017-09-26 01:47:14,FALSE,NA,"912493734763180032","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helenafricker",0,FALSE,FALSE,NA,NA
"2184","@Delta No need to rebook, local agents took care of us. I’m just annoyed that this happens repeatedly when taking family trips.",FALSE,0,"Delta",2017-09-26 01:46:36,FALSE,"912493086567170048","912493577913212928","5920532","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","mikeboscia",0,FALSE,FALSE,NA,NA
"2185","RT @DavidBegnaud: @Delta Trying to operate out of there, @delta says, is ""a logistical nightmare"" (4/5)",FALSE,0,NA,2017-09-26 01:45:03,FALSE,NA,"912493186269970432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunnypeaceful01",112,TRUE,FALSE,NA,NA
"2186","RT @MSU_Football: With 66% of the fan vote, this week's @Delta Player of the Week is Matt Morrissey, who totaled a team-high 11 tackles vs.…",FALSE,0,NA,2017-09-26 01:45:00,FALSE,NA,"912493171560652801",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","LalaSpartan",22,TRUE,FALSE,NA,NA
"2187","RT @DavidBegnaud: @Delta Airport is:
- operating off of back up generator
Terminal B was badly damaged - there's still water in the termina…",FALSE,0,NA,2017-09-26 01:44:51,FALSE,NA,"912493134168383488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunnypeaceful01",134,TRUE,FALSE,NA,NA
"2188","RT @DavidBegnaud: @Delta - no resources to accommodate people who aren't traveling
- there's no A/C, power
(Note: power was restored to som…",FALSE,0,NA,2017-09-26 01:44:48,FALSE,NA,"912493123657494528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunnypeaceful01",177,TRUE,FALSE,NA,NA
"2189","RT @DavidBegnaud: We called @Delta. This was their response to the San Juan airport situation :
*Only ticketed passengers should show up at…",FALSE,0,NA,2017-09-26 01:44:45,FALSE,NA,"912493112525836288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunnypeaceful01",195,TRUE,FALSE,NA,NA
"2190","RT @DavidBegnaud: @Delta Trying to operate out of there, @delta says, is ""a logistical nightmare"" (4/5)",FALSE,0,NA,2017-09-26 01:44:25,FALSE,NA,"912493028513693699",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pablosbox",112,TRUE,FALSE,NA,NA
"2191","RT @DavidBegnaud: @Delta Airport is:
- operating off of back up generator
Terminal B was badly damaged - there's still water in the termina…",FALSE,0,NA,2017-09-26 01:44:23,FALSE,NA,"912493018275397632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pablosbox",134,TRUE,FALSE,NA,NA
"2192","RT @DavidBegnaud: @Delta - no resources to accommodate people who aren't traveling
- there's no A/C, power
(Note: power was restored to som…",FALSE,0,NA,2017-09-26 01:44:20,FALSE,NA,"912493005663223808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pablosbox",177,TRUE,FALSE,NA,NA
"2193","RT @DavidBegnaud: We called @Delta. This was their response to the San Juan airport situation :
*Only ticketed passengers should show up at…",FALSE,0,NA,2017-09-26 01:44:17,FALSE,NA,"912492994690899968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pablosbox",195,TRUE,FALSE,NA,NA
"2194","@Delta @Aeromexico Thank you @delta your service was incredible",FALSE,0,"Delta",2017-09-26 01:44:13,FALSE,"912406725764009990","912492976630304771","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iainjrgeorge",0,FALSE,FALSE,NA,NA
"2195","RT @DavidBegnaud: @Delta Airport is:
- operating off of back up generator
Terminal B was badly damaged - there's still water in the termina…",FALSE,0,NA,2017-09-26 01:44:06,FALSE,NA,"912492947710476288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doreli12",134,TRUE,FALSE,NA,NA
"2196","RT @Polaris_Project: Today we're announcing a new partnership with @Delta to help survivors, support hotline, and provide trainings: https:…",FALSE,0,NA,2017-09-26 01:43:47,FALSE,NA,"912492868878700544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SoonerAce",28,TRUE,FALSE,NA,NA
"2197","@Delta, I'm a little late at gettin' to this, but you did a wonderful job of evacuating my senior citizen parents out of Irma's path.",FALSE,0,"Delta",2017-09-26 01:43:18,FALSE,NA,"912492744207200256","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","motownmutt",0,FALSE,FALSE,NA,NA
"2198","RT @iriveracollazo: @Delta I am being charged for bags sent to SJU even though you said it was waived!! #HelpPuertoRico #HurricaneMaria",FALSE,0,NA,2017-09-26 01:42:58,FALSE,NA,"912492662275530752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helenafricker",2,TRUE,FALSE,NA,NA
"2199","@TaylorHicks @Delta Stay safe, Taylor. I want to see you happy and healthy in Franklin! I hope ""Six Strings..."" can be purchased that night.",FALSE,1,"TaylorHicks",2017-09-26 01:42:54,FALSE,"912478966283427840","912492645817208832","27755192","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KMaria1968",0,FALSE,FALSE,NA,NA
"2200","This is one of my favorite views on the planet <ed><U+00A0><U+00BD><ed><U+00B7><U+00BD><ed><U+00A0><U+00BC><ed><U+00BD><U+0083><U+2708><U+FE0F> #travel #newyorkcity #cemtralpark #travel @delta… https://t.co/MTxani2Fkj",FALSE,0,NA,2017-09-26 01:42:52,TRUE,NA,"912492636237434880",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","RestlessRetreat",0,FALSE,FALSE,NA,NA
"2201","@Delta still waiting for the response. At SAN airport. We need to get moving and go to security if we are going wit… https://t.co/COLlYPAovm",FALSE,0,"Delta",2017-09-26 01:42:44,TRUE,"912490133240340480","912492604687659008","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",1,FALSE,FALSE,NA,NA
"2202","@PSBJaero @Delta @SeaTacAirport Fantastic!",FALSE,0,"PSBJaero",2017-09-26 01:42:31,FALSE,"911001966154620928","912492546793680896","20107488","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","babcpnw",0,FALSE,FALSE,NA,NA
"2203","RT @PSBJaero: If you haven't seen @Delta's new #SKYCLUB @Seatacairport inside, it's amazing, award-winning! https://t.co/fzRaeOrtCW #avgeek…",FALSE,0,NA,2017-09-26 01:41:57,FALSE,NA,"912492406443982849",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","babcpnw",3,TRUE,FALSE,NA,NA
"2204","@Delta Unhappy that slow administration resulted in my family and I missing our connection at MSP to JFK. 2nd family vacation this happened",FALSE,0,"Delta",2017-09-26 01:41:30,FALSE,NA,"912492292522627072","5920532","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","mikeboscia",0,FALSE,FALSE,NA,NA
"2205","@delta $500?? Really?! https://t.co/lGXw5X7Dqq",FALSE,0,"Delta",2017-09-26 01:41:08,FALSE,NA,"912492201804025857","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helenafricker",0,FALSE,FALSE,NA,NA
"2206","RT @iriveracollazo: @FAOclimate @nytimes We are sending supplies to #HelpPuertoRico #helpbut @Delta 's charging is even though they said th…",FALSE,0,NA,2017-09-26 01:41:05,FALSE,NA,"912492188168343554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ubavka_ubavka",1,TRUE,FALSE,NA,NA
"2207","@Delta Yes, let's do that please. Someone is not right about the times, and either is the Captain or your booking systems.",FALSE,0,"Delta",2017-09-26 01:40:15,FALSE,"912491779815034880","912491977274462208","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","javdvd",0,FALSE,FALSE,NA,NA
"2208","@Delta NOPE. NOT TODAY SATAN.",FALSE,0,"hayleyisaac",2017-09-26 01:39:49,FALSE,"912491680527470592","912491868553924609","173959576","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hayleyisaac",0,FALSE,FALSE,NA,NA
"2209","@Delta @Aeromexico My ticket was booked through AeroMexico, that was the problem that I encountered. I will write t… https://t.co/hxUzhKUhXU",FALSE,0,"iainjrgeorge",2017-09-26 01:39:46,TRUE,"912399270371872774","912491855090155520","278164010","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iainjrgeorge",0,FALSE,FALSE,NA,NA
"2210","@Delta Thanks for the response. I was at the gate of the flight at it couldn't happen. So I was surprised. Appreciate the quick responses!",FALSE,0,"Delta",2017-09-26 01:39:29,FALSE,"912489022311878656","912491783057264641","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pocoarturo",0,FALSE,FALSE,NA,NA
"2211","@Delta #HurricaneMaria",FALSE,0,"Delta",2017-09-26 01:39:13,FALSE,"912490133240340480","912491719450550272","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",0,FALSE,FALSE,NA,NA
"2212","@Delta Whelp now they are trying to limit me to one of my two vouchers for my $700 (that's right kids, seven hundre… https://t.co/9dMaxTeOp2",FALSE,0,"hayleyisaac",2017-09-26 01:39:04,TRUE,"912491404068302849","912491680527470592","173959576","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hayleyisaac",0,FALSE,FALSE,NA,NA
"2213","Ask me if I'm p'd off? How bout @AmericanAir @SouthwestAir @Delta @JetBlue take just 1 plane down, one scheduled fo… https://t.co/o9jkV2Cglf",FALSE,1,NA,2017-09-26 01:39:04,TRUE,NA,"912491679462166528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Flygirlfly625",0,FALSE,FALSE,NA,NA
"2214","@Delta Yeah ... @delta sucks",FALSE,0,"Delta",2017-09-26 01:38:57,FALSE,"912465929765875714","912491648990547968","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcairaj",0,FALSE,FALSE,NA,NA
"2215","RT @Flem39fusion: Customer communication is key in the future success of your company.  Learn from this. @Delta",FALSE,0,NA,2017-09-26 01:38:44,FALSE,NA,"912491598189129730",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mobemasta1976",3,TRUE,FALSE,NA,NA
"2216","@Delta  https://t.co/olcIYtfabj",FALSE,0,"Delta",2017-09-26 01:38:42,FALSE,"912490133240340480","912491586138681344","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",0,FALSE,FALSE,NA,NA
"2217","Remember that time we emergency landed? And then @delta tried to put us back on said plane? And then reluctantly doled out travel vouchers?",FALSE,1,NA,2017-09-26 01:37:58,FALSE,NA,"912491404068302849",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hayleyisaac",0,FALSE,FALSE,NA,NA
"2218","@Delta Yesterday we were told bag feed would be waived.",FALSE,0,"Delta",2017-09-26 01:37:51,FALSE,"912490133240340480","912491375794339840","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",0,FALSE,FALSE,NA,NA
"2219","@Delta And food",FALSE,0,"Delta",2017-09-26 01:36:47,FALSE,"912490133240340480","912491107203768320","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",0,FALSE,FALSE,NA,NA
"2220","@Delta Including #solarPanels and #waterFiltration for emergencies",FALSE,0,"Delta",2017-09-26 01:36:41,FALSE,"912490133240340480","912491082008502272","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",0,FALSE,FALSE,NA,NA
"2221","RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…",FALSE,0,NA,2017-09-26 01:36:29,FALSE,NA,"912491028531343360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Camilax__",806244,TRUE,FALSE,NA,NA
"2222","@Delta We have 8 bags for #PuertoRico. At the SAN counter they just waived fees for 4.  It I have donations from @UCSD and @Scripps_Ocean",FALSE,0,"Delta",2017-09-26 01:35:59,FALSE,"912490133240340480","912490904694296577","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",0,FALSE,FALSE,NA,NA
"2223","@united @americanair @delta https://t.co/SjpEImuZYH",FALSE,0,"united",2017-09-26 01:35:05,FALSE,NA,"912490679347171328","260907612","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","udbeernut",0,FALSE,FALSE,NA,NA
"2224","@Delta very important question",FALSE,0,"Delta",2017-09-26 01:35:00,FALSE,NA,"912490657645817856","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vinistaken",0,FALSE,FALSE,NA,NA
"2225","Hey @Delta, what is going on?!! I'm on flight DL1947 to MSP, had connection DL3618 MSP-&gt;GFK,got delayed but apparently.. will make it??",FALSE,0,NA,2017-09-26 01:34:45,FALSE,NA,"912490592302718976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","javdvd",0,FALSE,FALSE,NA,NA
"2226","RT @DougBaldwinJr: Let ‘em know how to earn miles, @TDLockett12. But don’t break a team rule in that @Delta Magic 12ball. Get in on it: htt…",FALSE,0,NA,2017-09-26 01:34:41,FALSE,NA,"912490577698131968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1LLEGeez",12,TRUE,FALSE,NA,NA
"2227","Deeply disappointed in @Delta tonight. You left my husband stranded in Atlanta by your own error and refuse to make it right. #badbusiness",FALSE,2,NA,2017-09-26 01:34:33,FALSE,NA,"912490543040679937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kerenhenderson",0,FALSE,FALSE,NA,NA
"2228","@jacquelineHorn @Seahawks @TDLockett12 @Delta Nah Jackie it rules",FALSE,0,"jacquelineHorn",2017-09-26 01:34:14,FALSE,"912465957179686912","912490463902314496","274766396","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Haole_Bill",0,FALSE,FALSE,NA,NA
"2229","Grateful for @PlumMarket &amp; @zingermans when @Delta is delayed @DTWeetin 
#eatlocal #eateverything #travel https://t.co/R1cgbAwoTj",FALSE,0,NA,2017-09-26 01:33:51,FALSE,NA,"912490367488012288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elkennedy11",0,FALSE,FALSE,NA,NA
"2230","@FAOclimate @nytimes We are sending supplies to #HelpPuertoRico #helpbut @Delta 's charging is even though they sai… https://t.co/on4ecwx2cb",FALSE,0,"FAOclimate",2017-09-26 01:33:43,TRUE,"912489464894803969","912490335720284160","146620155","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",1,FALSE,FALSE,NA,NA
"2231","RT @carlos0103: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>Usually flights to PR are around 200 bucks;this is what @Delta and @AmericanAir are charging right now taking advantege of…",FALSE,0,NA,2017-09-26 01:33:11,FALSE,NA,"912490201473323010",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","G_Alva3",2,TRUE,FALSE,NA,NA
"2232","@Delta help!!! We are at SAN going to SJU",FALSE,0,"Delta",2017-09-26 01:32:01,FALSE,NA,"912489907871813632","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",0,FALSE,FALSE,NA,NA
"2233","Thank you Bronze Sponsors @DYConsultants @Delta @AECOMTishman @VHBnow @JacobsConstruct @duanemorri for our big event https://t.co/80c69Yv6ud",FALSE,0,NA,2017-09-26 01:31:21,FALSE,NA,"912489738011017217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pwctalk",0,FALSE,FALSE,NA,NA
"2234","Delta aporta 500 mil dólares por terremoto en México... https://t.co/JFqVMHRbua
@Delta @LlorenteyCuenca https://t.co/ESH9UjQjIO",FALSE,0,NA,2017-09-26 01:30:56,FALSE,NA,"912489634935996416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TransporteInfo",0,FALSE,FALSE,NA,NA
"2235","@justinjm1 Help! We are sending supplies to #HelpPuertoRico #helpand @Delta is charging us even though they said ye… https://t.co/ciu23SKmke",FALSE,0,"justinjm1",2017-09-26 01:30:52,TRUE,"912482763688878080","912489618133487616","164397041","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",0,FALSE,FALSE,NA,NA
"2236","RT @iriveracollazo: @Delta Help Delta!!! We don't have that money. We are sending supplies",FALSE,0,NA,2017-09-26 01:29:27,FALSE,NA,"912489260497887232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",1,TRUE,FALSE,NA,NA
"2237","RT @iriveracollazo: @Delta I am being charged for bags sent to SJU even though you said it was waived!! #HelpPuertoRico #HurricaneMaria",FALSE,0,NA,2017-09-26 01:29:22,FALSE,NA,"912489239048183808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",2,TRUE,FALSE,NA,NA
"2238","@Delta I am being charged for bags sent to SJU even though you said it was waived!! #HelpPuertoRico #HurricaneMaria",FALSE,0,"Delta",2017-09-26 01:28:59,FALSE,NA,"912489144730783744","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iriveracollazo",2,FALSE,FALSE,NA,NA
"2239","For a second I thought this was like super first class seating on a @delta Concorde...$1493 one way seriously?… https://t.co/d1QcS1pvqD",FALSE,1,NA,2017-09-26 01:28:43,TRUE,NA,"912489076560846848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SpaceWilS",0,FALSE,FALSE,NA,NA
"2240","@Seahawks @Delta @TDLockett12 Boooooooooooo",FALSE,0,"Seahawks",2017-09-26 01:28:38,FALSE,"912459205956706304","912489052745510912","23642374","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MyCrashIs",0,FALSE,FALSE,NA,NA
"2241","@Velocentric @Delta ""Ohhhh. Fudge. Only I didn't say fudge. I said the word. The queen mother of dirty words.""

So sorry @MarkTallahasee",FALSE,0,"Velocentric",2017-09-26 01:27:01,FALSE,"912465266008829952","912488646766362624","26142253","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BobRidesABike",0,FALSE,FALSE,NA,NA
